wds_id,wds_dd,wds_comp,wsi_ra_deg,wsi_dec_deg,wsi_date,wsi_filter,wsi_sep,wsi_sep_e,wsi_pa,wsi_pa_e,wsi_dm,wsi_dm_e,wsi_dm_flag,wsi_nav,wsi_avg,sb_id1,sb_id2,sb_flg1,sb_flg2
20386+4438,ES  667,AB,309.65,44.6408,2021.6933,y,9.8275,0.0014,184.91,0.01,1.4,0.0,:,1,1,Gaia DR3 2070269864129830400,,.,$
22256+4807,ES  687,AB,336.4083,48.1286,2021.6935,y,4.3276,0.0015,266.39,0.02,1.0,0.0,:,1,1,,,$,$
23596+5359,ES  703AB,AB,359.8958,53.9878,2021.8958,y,7.2065,0.0001,273.43,0.0,5.0,0.0,,1,1,Gaia DR3 1945532778218544128,Gaia DR3 1945532778218543488,.,.
23596+5359,ES  703AC,AC,359.8958,53.9878,2021.8958,y,50.4645,0.0,265.76,0.0,4.4,0.0,,1,1,Gaia DR3 1945532778218544128,,.,$
11543+5033,ES  724,AB,178.575,50.5661,2021.2992,V,2.7076,0.0061,229.7,0.13,2.1,0.0,:,1,1,,,$,$
12492+5055,ES  730,AB,192.2917,50.9481,2021.2994,V,3.5483,0.0077,63.66,0.13,1.7,0.0,*,1,1,Gaia DR3 1567948734202151680,,.,$
01494+5352,ES  760AB,AB,27.3375,53.8747,2022.0271,V,11.6111,0.014,302.08,0.07,2.4,0.0,:,1,1,Gaia DR3 408428373125204992,Gaia DR3 408428373125204736,.,.
03100+5210,ES  767AB,AB,47.4958,52.1653,2021.8797,V,6.1385,0.02,132.19,0.19,1.0,0.0,:,1,1,,Gaia DR3 440137768777014784,$,.
20238+4525,ES  801,AB,305.9583,45.4222,2021.7152,y,9.5338,0.0058,170.45,0.03,2.0,0.0,:,1,1,,,$,$
06000+5310,ES  896BC,BC,90.0,53.165,2022.1122,V,2.0118,0.0096,334.58,0.27,0.6,0.0,:,1,1,,,$,$
02196+5449,ES  950AB,AB,34.8958,54.8131,2020.9377,V,6.9142,0.0056,102.75,0.05,2.6,0.0,:,1,1,Gaia DR3 455829659432663808,,.,$
02196+5449,ES  950AB,AB,34.8958,54.8131,2020.9377,y,6.9136,0.0108,102.78,0.09,2.1,0.0,*,1,1,Gaia DR3 455829659432663808,,.,$
20061+4500,ES 1329,AB,301.5208,45.0064,2021.7016,V,9.1595,0.0384,209.41,0.24,5.7,0.0,q,1,1,Gaia DR3 2082023505993503360,,.,$
20061+4500,ES 1329AB,AB,301.5208,45.0064,2021.7016,V,9.4602,0.0001,208.25,0.0,5.3,0.0,,1,1,Gaia DR3 2082023505993503360,,.,$
04414+4348,ES 1371,AB,70.3542,43.7992,2020.9379,C,6.1088,0.0427,340.59,0.4,1.7,0.0,:,1,1,,,$,$
04414+4348,ES 1371,AB,70.3542,43.7992,2020.9379,V,6.0946,0.0105,341.02,0.1,0.4,0.0,:,1,1,,,$,$
05505+4222,ES 1627,AB,87.6125,42.3642,2022.1231,V,2.3435,0.018,305.85,0.44,2.9,0.0,:,1,1,,,$,$
06031+4100,ES 1729,AB,90.7833,40.9967,2022.1094,V,6.7494,0.0272,310.93,0.23,3.0,0.0,:,1,1,Gaia DR3 960485499207637888,,.,$
06031+4100,ES 1729,AB,90.7833,40.9967,2022.1094,y,6.9424,0.0751,312.98,0.62,2.2,0.0,:,1,1,Gaia DR3 960485499207637888,,.,$
02542+6039,ES 1815AB,AB,43.5417,60.6508,2020.9404,y,6.8048,0.0375,233.61,0.32,4.7,0.0,*,1,1,Gaia DR3 464697873547937664,Gaia DR3 464674401545400960,.,.
02542+6039,ES 1815AC,AC,43.5417,60.6508,2020.9404,V,16.0451,0.0217,52.54,0.08,4.7,0.0,*,1,1,Gaia DR3 464697873547937664,Gaia DR3 464697873547933824,.,.
21465+6152,ES 1857AB,AB,326.6125,61.8589,2020.6805,V,2.9804,0.1162,205.66,3.4,1.0,0.8,*,2,2,,,$,$
21465+6152,ES 1857AC,AC,326.6125,61.8589,2020.6805,V,18.6016,0.0001,104.57,0.0,4.1,0.0,:,1,1,,,$,$
21321+3834,ES 2064,AB,323.0125,38.5681,2021.7017,V,11.4434,0.0054,243.52,0.03,2.2,0.0,q,1,1,,,$,$
09131+3633,ES 2106,AB,138.2917,36.5475,2022.1399,V,3.8764,0.0085,336.1,0.13,1.0,0.0,:,1,1,,,$,$
21503+3451,ES 2200BC,BC,327.5792,34.8464,2021.6935,V,1.1328,0.0,181.41,0.0,6.0,0.0,:,1,1,,,$,$
21021+3246,ES 2357,AB,315.5125,32.7711,2021.7453,y,9.2404,0.0091,333.89,0.06,3.0,0.0,:,1,1,Gaia DR3 1865415970109057024,,.,$
22239+3226,ES 2390,AB,336.0333,32.4414,2021.6935,y,7.5922,0.0044,323.91,0.03,1.0,0.0426,:,2,1,,,$,$
01270+3742,ES 2449,AB,21.7583,37.7183,2020.883,C,6.5992,0.1008,187.18,0.33,1.1,0.0116,:,2,1,,,$,$
02210+3855,ES 2591,AB,35.2542,38.94,2020.883,C,7.6554,0.0053,85.73,0.04,0.6,0.0,*,1,1,,,$,$
04333+5248,ES 2607AB,AB,68.3167,52.805,2022.071,y,46.8025,0.0022,130.76,0.0,3.1,0.0,*,1,1,Gaia DR3 272092676488099200,Gaia DR3 272092401614094592,.,.
05173+5335,ES 2610,AB,79.3042,53.5786,2022.1176,y,44.6733,0.0211,232.61,0.01,1.9,0.0,*,2,2,Gaia DR3 266366832248911744,Gaia DR3 266367210206027776,.,.
05212+5023,ES 2613,AB,80.2917,50.3906,2021.0582,V,8.8495,0.0056,123.8,0.04,2.0,0.0,:,1,1,Gaia DR3 261852370647775232,Gaia DR3 261852370650081152,.,.
05234+4934,ES 2614AB,AB,80.8417,49.5719,2021.0582,V,12.2588,0.0024,179.61,0.01,1.5,0.0,*,1,1,Gaia DR3 213669988709500416,Gaia DR3 213669988709500928,.,.
07195+4939,ES 2623AB,AB,109.8708,49.6542,2022.1232,y,9.3202,0.0122,320.86,0.07,3.6,0.0,*,1,1,Gaia DR3 979719462269435392,Gaia DR3 979719462269435648,.,.
18550+6143,ES 2669,AB,283.7542,61.7117,2021.491,V,11.9495,0.0048,166.02,0.02,2.1,0.0,,1,1,Gaia DR3 2156841836280153856,Gaia DR3 2156841801920415104,.,.
20246+4842,ES 2694,AB,306.1458,48.6928,2021.7152,y,11.9741,0.011,320.83,0.05,4.3,0.0,*,1,1,Gaia DR3 2083893809634275840,Gaia DR3 2083893805331116928,.,.
22090+5103,FAL  74,AB,332.2583,51.0458,2021.8218,y,2.7047,0.0115,81.06,0.24,3.5,0.0,:,1,1,,,$,$
05354-0425,FIN 345,AB,83.8417,-4.4242,2022.1259,y,0.4185,0.018,104.92,1.93,1.0,0.0115,:,2,1,Gaia DR3 3209639853557281024,,.,$
01070+8005,FOX   3AB,AB,16.7583,80.0886,2021.7976,V,4.4056,0.029,150.13,0.38,3.6,0.0,*,1,1,Gaia DR3 565553463814340736,Gaia DR3 565553459519009920,.,.
00022+5716,FOX  52,AB,0.5417,57.2569,2021.8767,V,2.2595,0.0016,134.91,0.04,0.7,0.0,:,1,1,,,$,$
00022+5716,FOX  52,AB,0.5417,57.2569,2021.8767,y,2.2852,0.0046,134.79,0.12,0.5,0.0,*,1,1,,,$,$
07090+0114,FOX 152AB,AB,107.2375,1.2292,2021.1706,V,7.7683,0.0068,156.31,0.05,1.0,0.0,*,1,1,Gaia DR3 3114476842998223104,Gaia DR3 3114476847296261888,.,.
13217+1542,FOX 177,AB,200.4167,15.6933,2022.43,y,17.0455,0.0042,86.81,0.01,0.5,0.0,:,1,1,Gaia DR3 3744379224825300608,Gaia DR3 3744379224825300992,.,.
19354-1046,FRM   1,AB,293.8542,-10.7703,2020.5683,V,10.7424,0.0061,351.12,0.03,1.9,0.0,:,1,1,,,$,$
04322-0936,GAL 141,AB,68.0542,-9.6053,2021.0256,y,7.2783,0.0756,336.26,0.1,0.6,0.0069,*,3,1,,,$,$
05128-1624,GAL 170,AB,78.2083,-16.3692,2021.0363,C,7.6396,0.1887,77.03,1.42,2.2,0.0,:,1,1,,Gaia DR3 2983161726912581504,$,.
05128-1624,GAL 170,AB,78.2083,-16.3692,2021.0363,V,7.5126,0.01,75.29,0.08,0.9,0.0,:,1,1,,Gaia DR3 2983161726912581504,$,.
06556-1013,GAL 275,AB,103.8875,-10.22,2021.1758,V,6.9374,0.011,263.52,0.09,3.4,0.0,*,1,1,Gaia DR3 3049440425277190784,Gaia DR3 3049440425277191936,.,.
02531-1212,GAL 327,AB,43.3083,-12.2061,2020.9432,V,11.4007,0.0089,332.56,0.04,1.0,0.0,:,1,1,,,$,$
03297-0850,GAL 331,AB,52.4542,-8.8717,2020.9432,V,20.0203,0.0125,111.08,0.04,1.1,0.0,:,1,1,,,$,$
06168-1359,GAL 397AB,AB,94.1625,-13.9872,2021.1757,V,11.7417,0.0545,108.12,0.27,3.4,0.0,:,1,1,,,$,$
06598+0037,GAU4919,AB,104.9375,0.6094,2021.1705,V,6.3258,0.0068,268.94,0.06,0.8,0.0,*,1,1,Gaia DR3 3113067067231722752,Gaia DR3 3113067067231723008,.,.
00093+2517,GIC   2AB,AB,2.3125,25.2819,2021.8463,y,29.5302,0.0493,237.28,0.1,5.0,0.0,*,1,1,Gaia DR3 2850307187170712576,Gaia DR3 2850307152810958336,.,.
18146+2335,GII 110AC,AC,273.6417,23.5864,2021.5866,y,36.9447,0.0041,284.37,0.01,1.8,0.0,,1,1,,,$,$
12501+5506,GJ 3753AB,AB,192.5167,55.1006,2021.2829,C,2.6282,0.028,307.49,0.61,0.9,0.1569,:,3,1,Gaia DR3 1570548009752602240,Gaia DR3 1570548014049174272,.,.
19407+3124,GRF   8AB,AB,295.1708,31.4064,2020.6312,V,44.8854,0.0156,301.87,0.02,5.2,0.0,*,1,1,,,$,$
19407+3124,GRF   8AB,AB,295.1708,31.4064,2020.6312,y,44.8918,0.0125,301.96,0.02,5.4,0.0,*,1,1,,,$,$
01057+2004,GRV  68AB,AB,16.4333,20.0731,2021.8959,y,44.5166,0.0004,36.03,0.0,2.4,0.0,:,1,1,Gaia DR3 2790070545721936256,Gaia DR3 2790070580081673856,.,.
03253+3601,GRV 175,AB,51.3417,36.0172,2021.0252,y,63.7498,0.006,191.3,0.01,2.3,0.0,:,1,1,Gaia DR3 222197800893350784,Gaia DR3 222197762236648448,.,.
06487+1913,"GRV 722AB,C","AB,C",102.175,19.2292,2021.1675,y,54.7516,0.0015,238.25,0.01,2.4,0.0,:,1,1,Gaia DR3 3365612346826710656,,.,$
06581-0952,GWP 855,AB,104.5292,-9.8694,2021.1758,V,9.6739,0.0179,336.02,0.11,2.8,0.0,:,1,1,,,$,$
17397+7256,H 1  41,AB,264.9292,72.9283,2020.538,y,0.8737,0.0006,336.48,0.04,0.8,0.0,:,1,1,Gaia DR3 1652296325615727104,Gaia DR3 1652296325617378688,.,.
21137+6424,H 1  48,AB,318.425,64.4042,2020.6818,y,0.7724,0.0051,244.48,0.14,0.6,0.05,q,6,2,Gaia DR3 2196555440363174144,,.,$
21137+6424,H 1  48,AB,318.425,64.4042,2021.7082,y,0.7901,0.0079,245.0,0.36,0.5,0.04,q,13,5,Gaia DR3 2196555440363174144,,.,$
21137+6424,H 1  48,AB,318.425,64.4042,2021.8026,y,0.793,0.0022,245.06,0.07,0.6,0.0,q,6,2,Gaia DR3 2196555440363174144,,.,$
11021-1542,H 1  77,AB,165.5208,-15.6922,2021.1679,y,2.9473,0.0014,25.85,0.03,0.4,0.0,*,1,1,Gaia DR3 3562684790896390272,Gaia DR3 3562684790896390656,.,.
20017-0012,H 1  93AB,AB,300.4125,-0.1989,2021.5704,y,1.7935,0.005,297.97,0.03,1.4,0.1399,:,2,1,Gaia DR3 4236919232447680256,Gaia DR3 4236919236749234048,.,.
16054-1948,H 3   7AC,AC,241.3583,-19.8053,2021.4936,y,13.6679,0.0056,19.1,0.02,2.7,0.0,*,1,1,,,$,$
20001+1731,H 4 100AB,AB,300.0417,17.5025,2021.8572,y,24.9104,0.0037,75.88,0.01,0.9,0.0,:,1,1,Gaia DR3 1820484667976558208,Gaia DR3 1820484633616825344,.,.
11292-1721,"H 4 112A,BC","A,BC",172.3083,-17.3578,2022.3258,y,28.1644,0.0021,331.29,0.0,1.4,0.0,:,1,1,Gaia DR3 3547999335639855872,,.,$
16120-1928,H 5   6AC,AC,242.9958,-19.4606,2021.4937,y,41.4459,0.0,335.77,0.0,4.4,0.0,,1,1,Gaia DR3 6245697981070158080,Gaia DR3 6245698187231874816,.,.
00369+3343,H 5  17AB,AB,9.2167,33.7192,2020.887,y,36.2436,0.2459,173.55,0.13,5.8,0.05,*,2,2,,Gaia DR3 364936224316342912,$,.
01259+6808,H 5  83AC,AC,21.4792,68.1297,2020.9224,y,20.2775,0.0429,127.09,0.06,7.5,0.0,,2,1,Gaia DR3 531667443164972416,Gaia DR3 531667443162413184,.,.
03112+2225,H 5 117AB,AB,47.8042,22.4158,2021.8961,y,33.0633,0.0151,321.1,0.01,2.7,0.0,*,2,1,Gaia DR3 110365098841874944,Gaia DR3 110365854756118272,.,.
05341-0102,H 5 118,AB,83.5125,-1.0356,2021.1812,y,27.5078,0.0828,265.37,0.17,6.7,0.0,*,1,1,Gaia DR3 3217651891708374784,Gaia DR3 3217651891708376832,.,.
20222-1647,H N 138,AB,305.5458,-16.7797,2020.6832,V,2.9918,0.0317,327.74,0.61,1.1,0.0,*,1,1,Gaia DR3 6873297259704075776,Gaia DR3 6873297294063814272,.,.
08139-0547,HDO 115,AB,123.3292,-5.5578,2021.1813,y,8.7144,0.0066,191.32,0.04,2.5,0.0,*,1,1,,,$,$
10069-0143,HDO 125,AB,151.7208,-1.7239,2021.1979,y,2.7614,0.0113,189.16,0.23,0.7,0.0,:,1,1,Gaia DR3 3829835123961253504,Gaia DR3 3829835119669468032,.,.
10084+1158,HDO 127BC,BC,152.05,11.9969,2021.3046,V,2.0631,0.0244,94.26,0.68,4.4,0.0,:,1,1,Gaia DR3 3880785530720066176,Gaia DR3 3880785530720066304,.,.
10084+1158,HDO 127BC,BC,152.05,11.9969,2021.2937,y,2.2188,0.0029,94.52,0.67,3.6,0.5,:,2,2,Gaia DR3 3880785530720066176,Gaia DR3 3880785530720066304,.,.
00062+8753,HDS   8,AB,1.5458,87.8892,2021.7976,y,0.4111,0.0025,308.91,0.35,1.8,0.0,:,1,1,Gaia DR3 575852864109150720,,.,$
00073+2058,HDS  12,AB,1.825,20.965,2021.8465,V,3.9897,0.0208,358.72,0.3,3.7,0.0,:,1,1,Gaia DR3 2798809739017680640,Gaia DR3 2798809739017680384,.,.
00073+2058,HDS  12,AB,1.825,20.965,2021.8465,y,3.8855,0.0088,359.81,0.13,3.3,0.0,*,1,1,Gaia DR3 2798809739017680640,Gaia DR3 2798809739017680384,.,.
01024+0504,HDS 135AB,AB,15.6,5.0614,2021.9042,y,0.6469,0.0136,53.63,0.81,2.0,0.05,:,6,2,Gaia DR3 2552288133874677760,,.,$
01024+0504,HDS 135AB,AB,15.6,5.0614,2022.06,y,0.633,0.01,52.85,0.93,2.0,0.1372,,3,1,Gaia DR3 2552288133874677760,,.,$
01025+7924,HDS 136,AB,15.625,79.4031,2021.7976,V,13.4491,0.0124,349.7,0.05,3.9,0.0,*,1,1,,,$,$
01071-0036,HDS 144AB,AB,16.7667,-0.5919,2022.06,y,0.3912,0.026,111.48,3.89,1.9,0.0711,:,3,1,Gaia DR3 2533216761093894144,,.,$
01166+1831,HDS 169,AB,19.15,18.5225,2021.8222,y,0.6403,0.0644,221.82,1.73,3.8,0.3175,:,2,1,Gaia DR3 2785877317611229056,,.,$
04212+0428,HDS 558,AB,65.3,4.4653,2022.0301,y,0.8988,0.0157,200.4,1.0,3.7,0.0,:,1,1,Gaia DR3 3283988859888960000,,.,$
04434+0516,HDS 609AB,AB,70.85,5.2644,2022.0712,y,0.7235,0.0054,139.02,0.43,3.4,0.0,,1,1,Gaia DR3 3282605369320533888,,.,$
05097+2546,HDS 680,AB,77.425,25.7653,2022.0794,y,13.9816,0.0164,303.74,0.07,2.7,0.0,:,1,1,,,$,$
05456+3010,HDS 774,AB,86.4,30.1675,2021.0772,y,7.2318,0.0047,247.01,0.04,2.2,0.0,*,1,1,Gaia DR3 3444379401333488000,Gaia DR3 3444379023376366592,.,.
07243+3619,HDS1039,AB,111.0708,36.3108,2022.1669,y,0.4938,0.0027,358.63,0.36,2.8,0.263,,2,1,Gaia DR3 897235714861350016,,.,$
07374-1828,HDS1078,AB,114.3458,-18.4658,2022.126,y,0.4456,0.0132,110.41,3.59,1.5,0.2423,:,2,1,Gaia DR3 5717062342450521472,,.,$
07493-1126,HDS1107,AB,117.3292,-11.4292,2021.1977,V,8.0243,0.1278,268.17,0.84,3.8,0.3139,*,2,1,,,$,$
12236+6711,HDS1745,AB,185.8875,67.1881,2022.3532,V,0.5521,0.0051,30.46,0.53,0.2,0.0,:,1,1,Gaia DR3 1680921595450031232,Gaia DR3 1680921595449613696,.,.
12444+2200,HDS1783,AB,191.0917,21.9933,2021.3567,V,0.2169,0.0007,102.91,0.17,1.2,0.0,,1,1,Gaia DR3 3955472984773776256,,.,$
12444+2200,HDS1783,AB,191.1375,21.9933,2021.2994,y,0.2871,0.0014,100.78,0.29,1.6,0.0,:,1,1,Gaia DR3 3955472984773776256,,.,$
15339-1700,HDS2185,AB,233.4833,-17.0022,2022.4889,y,0.4858,0.0048,204.3,0.22,2.0,0.05,q,6,2,Gaia DR3 6255498752849053568,,.,$
21339+5045,HDS3070,AB,323.4792,50.7508,2020.6806,y,5.4213,0.0415,347.25,0.15,0.8,0.3149,:,2,1,Gaia DR3 2171411293075774848,Gaia DR3 2171411293075773952,.,.
21507+7746,HDS3110,AB,327.6708,77.7683,2021.8,y,0.4819,0.0034,354.19,0.4,3.5,0.0,,1,1,Gaia DR3 2284187376087850496,,.,$
21518+5534,HDS3113,AB,327.9458,55.5619,2021.8055,V,0.3003,0.0067,253.72,1.27,0.9,0.0,:,1,1,Gaia DR3 2174829532977491072,,.,$
22161-0705,HDS3158,AB,334.025,-7.0906,2021.8356,V,0.2874,0.0624,125.36,5.56,1.2,0.12,,3,1,Gaia DR3 2619653390242676096,,.,$
22456+4524,"HDS3231Aa,Ab","Aa,Ab",341.4125,45.3897,2021.8848,V,0.9657,0.0062,336.18,0.36,2.2,0.0,:,1,1,Gaia DR3 1982413731103832704,Gaia DR3 1982413731103832704,!,!
23034+5834,HDS3285,AB,345.8375,58.5639,2021.8056,y,0.4727,0.0036,155.8,0.43,3.5,0.0,,1,1,Gaia DR3 2013264687356975360,,.,$
23443+3620,HDS3373,AB,356.0667,36.3386,2021.8765,y,0.605,0.0029,243.64,0.28,3.1,0.0,,1,1,Gaia DR3 2879391537468942464,,.,$
20374+7536,HEI   7,AB,309.3375,75.6003,2021.8008,y,0.4919,0.01,289.85,2.38,2.7,0.216,,9,3,Gaia DR3 2278045985170934016,,.,$
06324+5231,HEI  10,AB,98.1125,52.5128,2022.0495,V,2.1419,0.0205,247.54,0.55,2.2,0.0,:,1,1,,,$,$
06324+5231,HEI  10,AB,98.1125,52.5128,2022.0495,y,2.1348,0.0293,249.62,0.79,1.9,0.0,:,1,1,,,$,$
03545+1637,HEI  31,AB,58.6167,16.6158,2022.0849,y,3.6018,0.0258,236.7,0.41,5.6,0.8617,*,3,1,Gaia DR3 43499295632961152,Gaia DR3 43499295630701824,.,.
04102+1722,HEI  35,AB,62.5583,17.3683,2022.0671,y,0.339,0.0339,302.02,2.72,1.0,0.1,:,6,2,Gaia DR3 46014084882651648,,.,$
03180+5800,HEI 212,AB,49.5042,57.9933,2021.9535,V,3.4241,0.0048,297.44,0.08,0.7,0.0,:,1,1,,,$,$
03180+5800,HEI 212,AB,49.5042,57.9933,2021.9535,y,3.4514,0.0161,297.74,0.27,0.5,0.0,:,1,1,,,$,$
16446+1009,HEI 545,AB,251.1542,10.1514,2021.4775,V,0.8664,0.001,235.81,0.07,0.7,0.0,:,1,1,,,$,$
05500+0952,HEI 670,AB,87.5083,9.8711,2022.1068,y,1.1544,0.0018,262.65,0.09,2.8,0.0,q,1,1,Gaia DR3 3335865334613307136,,.,$
16541+0826,HEI 857,AB,253.5125,8.4272,2020.5682,V,0.5816,0.0002,138.85,0.02,0.4,0.0,,1,1,Gaia DR3 4442476131010289408,Gaia DR3 4442476131012283904,.,.
07533+2529,HEI9001AB,AB,118.3375,25.4581,2021.154,V,10.6237,0.0031,249.26,0.02,0.8,0.0,:,1,1,,,$,$
00176+1300,HJ    3,AB,4.4083,13.0014,2020.8814,V,11.9122,0.0757,261.84,0.36,3.6,0.0,:,1,1,Gaia DR3 2755620681760739968,Gaia DR3 2755620681760738816,.,.
00176+1300,HJ    3,AB,4.4083,13.0014,2020.8814,y,12.0076,0.0113,261.76,0.05,0.7,0.0,:,1,1,Gaia DR3 2755620681760739968,Gaia DR3 2755620681760738816,.,.
01143+1301,HJ   12,AB,18.5792,13.0156,2021.9532,V,15.611,0.0179,222.64,0.07,1.5,0.0,:,1,1,Gaia DR3 2589923042503750016,Gaia DR3 2589923042503750272,.,.
02067+1029,HJ   21,AB,31.6625,10.4775,2021.8468,y,27.2502,0.1265,14.48,0.27,6.7,0.0,*,1,1,Gaia DR3 2571141665914538752,,.,$
07343-0313,HJ   56,AB,113.5833,-3.2058,2021.1977,y,7.1887,0.0104,148.15,0.08,1.7,0.0,:,1,1,Gaia DR3 3060830128790533376,,.,$
08054-0350,HJ   79,AB,121.35,-3.8364,2021.2525,V,12.674,0.0334,63.01,0.06,1.3,0.5439,:,2,1,,,$,$
12206+1426,HJ  207,AB,129.6667,-19.7367,2021.2167,y,20.1079,0.1175,102.71,0.33,6.1,0.0,,1,1,Gaia DR3 3921142417823421184,Gaia DR3 3921142417823421312,.,.
12335+1012,HJ  212,AB,188.3667,10.1944,2022.4298,y,21.594,0.0041,264.35,0.01,0.6,0.0,:,1,1,Gaia DR3 3904140119766708736,Gaia DR3 3904140188486484224,.,.
15249+1359,HJ  252AB,AB,231.2208,13.9819,2021.4034,y,11.6706,0.0916,96.43,0.13,1.6,0.1,:,2,2,Gaia DR3 1194865987717188096,,.,$
17010+3755,HJ  262,AB,255.2458,37.9306,2021.48,V,20.4456,0.01,123.81,0.03,0.5,0.0,:,1,1,Gaia DR3 1339773992396846208,Gaia DR3 1339773992396845184,.,.
04258+2855,HJ  343AB,AB,66.4542,28.9347,2021.9536,V,25.0064,0.0003,124.69,0.0,3.6,0.0,:,1,1,Gaia DR3 152946126170039296,,.,$
04258+2855,HJ  343AB,AB,66.4542,28.9347,2021.9536,y,25.2088,0.0009,125.41,0.0,3.9,0.0,:,1,1,Gaia DR3 152946126170039296,,.,$
04258+2855,HJ  343AC,AC,66.4542,28.9347,2021.9536,V,38.8027,0.0006,127.34,0.0,4.3,0.0,:,1,1,Gaia DR3 152946126170039296,,.,$
04258+2855,HJ  343AC,AC,66.4542,28.9347,2021.9536,y,38.5744,0.0007,127.63,0.0,3.6,0.0,:,1,1,Gaia DR3 152946126170039296,,.,$
05289+3229,HJ  366,AB,82.2167,32.4772,2022.0984,V,16.0679,0.0231,18.43,0.08,4.2,0.0,*,1,1,Gaia DR3 3448933750297642112,,.,$
07190+2243,HJ  416,AB,109.7458,22.7111,2021.2194,V,9.4028,0.0161,77.71,0.1,0.6,0.0,:,1,1,Gaia DR3 869253899848998016,Gaia DR3 869253899848997504,.,.
07221-0402,HJ  419,AB,110.5208,-4.0261,2021.1513,V,7.6761,0.2839,41.31,2.12,1.4,0.0,*,1,1,Gaia DR3 3059776895433895296,Gaia DR3 3059776895433879424,.,.
07534+2050,HJ  432AB,AB,118.35,20.8367,2021.2538,y,15.1348,0.008,277.23,0.04,0.8,0.45,:,4,2,Gaia DR3 673524440510282624,Gaia DR3 673524406148006784,.,.
08020+2532,HJ  435,AB,120.4958,25.5447,2022.1397,V,12.9881,0.0096,105.24,0.04,0.6,0.0,:,1,1,,,$,$
10140+2449,HJ  477AB,AB,153.5,24.8311,2022.334,V,2.1037,0.0445,312.25,4.28,1.4,0.0926,:,3,1,Gaia DR3 726637002522817024,,.,$
10140+2449,HJ  477AB,AB,153.5,24.8311,2022.3231,y,2.1581,0.0451,315.23,1.91,0.8,0.2444,:,3,1,Gaia DR3 726637002522817024,,.,$
10140+2449,HJ  477AC,AC,153.5,24.8311,2022.334,V,16.1821,0.1476,352.77,0.21,4.4,0.7322,:,3,1,Gaia DR3 726637002522817024,Gaia DR3 726636998227397504,.,.
10140+2449,HJ  477AC,AC,153.5,24.8311,2022.3231,y,15.7807,0.2646,357.36,1.35,6.6,1.4737,:,3,1,Gaia DR3 726637002522817024,Gaia DR3 726636998227397504,.,.
19407-1618,HJ  599AC,AC,295.1792,-16.2931,2020.5684,y,45.5037,0.0088,41.48,0.01,5.3,0.0,*,1,1,Gaia DR3 4181678569973511040,Gaia DR3 4181678604337106048,.,.
20410+3905,HJ  612AB,AB,310.25,39.0822,2021.6933,y,49.0146,0.0112,9.66,0.01,4.9,0.0,*,1,1,,Gaia DR3 2063614107923979648,$,.
01092-0253,HJ  633,AB,17.2917,-2.8856,2020.8583,V,9.564,0.0038,142.49,0.02,1.3,0.0,q,1,1,Gaia DR3 2531509253895359744,Gaia DR3 2531509253895360000,.,.
01136+2825,HJ  635,AB,17.9,28.4222,2021.8222,y,14.9535,0.0073,126.9,0.03,0.7,0.0,:,1,1,Gaia DR3 308111543542271488,,.,$
03168+3621,HJ  662,AB,48.6417,35.8897,2021.0252,V,18.354,0.0089,217.36,0.03,3.0,0.0,:,1,1,,Gaia DR3 138312932074243840,$,.
03168+3621,HJ  662,AB,48.6417,35.8897,2021.0252,y,18.351,0.0076,217.5,0.02,1.8,0.0,:,1,1,,Gaia DR3 138312932074243840,$,.
03168+3621,HJ  662,AB,48.6417,35.8897,2021.9153,y,18.4941,0.013,217.54,0.04,1.5,0.0,:,1,1,,Gaia DR3 138312932074243840,$,.
05562+3315,HJ  713,AB,89.0542,33.2675,2022.1396,y,9.949,0.0059,286.0,0.03,0.8,0.0,:,1,1,,,$,$
06359-0927,HJ  734,AB,98.9792,-9.4506,2021.1758,V,7.9485,0.0593,33.22,0.19,2.0,1.403,:,2,1,,Gaia DR3 3002581503143852544,$,.
07363+0003,HJ  762,AB,114.0833,0.0417,2021.1759,V,11.6611,0.0923,351.87,0.48,0.6,0.1142,*,2,1,Gaia DR3 3086327356759965824,Gaia DR3 3086327356759965312,.,.
07363+0003,HJ  762,AB,114.0833,0.0417,2021.2525,y,11.6465,0.0037,351.86,0.09,0.7,0.0,*,2,1,Gaia DR3 3086327356759965824,Gaia DR3 3086327356759965312,.,.
07384+0958,HJ  763,AB,114.6,9.9647,2021.1758,V,7.3092,0.0072,214.4,0.06,0.9,0.0,:,1,1,Gaia DR3 3149415238015884160,Gaia DR3 3149415238015885056,.,.
08054-0226,HJ  774,AB,121.3583,-2.4236,2021.1813,y,11.2549,0.0366,331.32,0.19,4.0,0.0,:,1,1,,,$,$
09115+2801,HJ  805AB,AB,137.8708,28.0197,2022.1399,V,8.7855,0.0054,69.16,0.04,0.4,0.0,:,1,1,Gaia DR3 698164083770686592,Gaia DR3 698164083770724992,.,.
09212+2728,HJ  810AC,AC,140.3,27.4664,2021.1978,y,22.1343,0.0165,25.82,0.04,1.0,0.0,:,1,1,,Gaia DR3 694886336529489152,$,.
12559+0812,HJ  850,AB,193.9833,8.1994,2022.4298,y,11.594,0.0103,172.48,0.05,1.0,0.0,:,1,1,,,$,$
19181-0525,HJ  881BC,BC,289.525,-5.415,2020.683,V,7.3382,0.007,306.48,0.05,1.5,0.0,:,1,1,Gaia DR3 4211368888631475200,Gaia DR3 4211368888631477760,.,.
